node_id,source,content_type,green_category,active_green_categories,label,article_id,source_title,section_title,sample_id,llm_topic_name,word_count,text_preview,x,y,z
article_7__section_009__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, appliance_energy_management, scheduling_optimization",article_7,article_7,Using consumer behavior data to reduce energy consumption in smart homes,A. Architecture,,,,We proceeded to build a rec WSDD algorithm we designed recommender system develope Fig. 3 and can be divided in thr • The storage of the asso • The event stream of th the smart home • The matching algorith s and/or the less the minimum y...,-5.030354022979736,4.361933708190918,-5.9091033935546875
article_7__section_009__chunk_002,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, appliance_energy_management, scheduling_optimization",article_7,article_7,Using consumer behavior data to reduce energy consumption in smart homes,A. Architecture,,,,The matching algorithm is the core recommender system. It matches the rule stream. The most common existing rule mat RETE by Forgy. We use a determi machine (FSM) approach as depicted in Fig the order of the events better than RETE. A th...,-5.006217956542969,4.337932586669922,-5.933195114135742
article_7__section_010__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, appliance_energy_management, scheduling_optimization",article_7,article_7,Using consumer behavior data to reduce energy consumption in smart homes,B. Implementation,,,,The recommender system was implem based Microsoft® Azure VM (Virtual Mach set up with Ubuntu 14.04. The smart homes event data is parsed fro the digitalSTROM system. The files are up installed on the digitalSTROM infrastructure made acce...,-5.047945976257324,4.380789756774902,-5.891063213348389
article_7__section_011__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, appliance_energy_management, scheduling_optimization",article_7,article_7,Using consumer behavior data to reduce energy consumption in smart homes,B. Phase 2,,,,The aim of the second phase of the evaluation was to increase the ratio of answered recommendations and the ratio of useful recommendations compared to the first phase. The analysis of the data collected during phase 1 was used to adapt ...,-4.99463415145874,4.326354026794434,-5.944713592529297
article_7__section_012__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, appliance_energy_management, scheduling_optimization",article_7,article_7,Using consumer behavior data to reduce energy consumption in smart homes,VI. CONCLUSION AND FUTURE WORK,,,,"The proposed algorithm, called WSSD, outperforms existing algorithms both in run-time as well as in memory usage. Even though WSDD allows the mining of wildcarded patterns, their use does not show any significant improvement over non-wil...",-5.074140548706055,4.405619144439697,-5.865320682525635
article_8__section_001__chunk_001,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Abstract,,,,"The sixth assessment report of the Intergovernmental Panel on Climate Change (IPCC) emphasises the potential of demand-side measures, such as sufficiency, for mitigating climate change. Although quantified potentials of various sufficien...",-1.2272276878356934,1.1430484056472778,-6.668948173522949
article_8__section_002__chunk_001,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Untitled section,,,,"1. Introduction 1.1. The role and status of energy sufficiency (policy) As the climate crisis intensifies and efforts to combat climate change need to be increased, demand-side options and particularly those that go beyond green growth h...",-1.2866348028182983,1.1423429250717163,-6.662800312042236
article_8__section_002__chunk_002,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Untitled section,,,,"For example, strategies such as the expansion of renewable energy or negative emission technologies may inadvertently lead to increased resource demand or inequalities in access to these resources because of high systemic costs. Reducing...",-1.2783927917480469,1.1662412881851196,-6.632175445556641
article_8__section_003__chunk_001,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Sufficiency potentials in the existing literature,,,,"In this article, we focus on the saving potentials of energy sufficiency expressed as greenhouse gas (GHG) emission and energy savings. There is a range of studies (peer-reviewed and grey) that has explored these saving potentials for di...",-1.2721070051193237,1.1400933265686035,-6.6536712646484375
article_8__section_003__chunk_002,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Sufficiency potentials in the existing literature,,,,"They model a 43% reduction in GHG emissions in the scenario with lifestyle changes compared to a baseline scenario. More than 20% of this reduction can be attributed to behavioural change/sufficiency. At the next level down, there are al...",-1.2670406103134155,1.1935991048812866,-6.58570671081543
article_8__section_003__chunk_003,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Sufficiency potentials in the existing literature,,,,"modelled different green consumption and sufficiency options for Europe using a consumption-based perspective, also for different sectors, and compared them. They similarly accorded a mobility measure the highest saving potential: only b...",-1.1607723236083984,1.2090848684310913,-6.675990581512451
article_8__section_003__chunk_004,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Sufficiency potentials in the existing literature,,,,"Thus, as shown in the subchapter on existing potentials above, the research gap is not primarily about the lack of quantifications of sufficiency saving potentials, but rather its identification, structuring, harmonisation and synthesis....",-1.1872978210449219,1.1405962705612183,-6.625521659851074
article_8__section_004__chunk_001,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Material and Methods,,,,"For this analysis, we performed a systematic literature review on energy sufficiency saving potentials. Our national case study focuses on Germany. In parallel, we conceptualised a database structure to curate the data and make the poten...",-1.1589452028274536,1.2397325038909912,-6.547621726989746
article_8__section_005__chunk_001,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Systematic literature review,,,,"We conducted a systematic literature review in the Web of Science Core Collection and in Google Scholar on May 25, 2023 in English and in German. From our research experience, we know that, at least in Germany, many applied research proj...",-1.2952390909194946,1.0937849283218384,-6.58185338973999
article_8__section_005__chunk_002,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Systematic literature review,,,,"This led to 430 papers from the systematic literature search and 85 additional papers, see Figure 3. After removing duplicates and one paper published before 2013, we screened the abstracts of 425 papers. The majority (84%) were excluded...",-1.2911438941955566,1.0942268371582031,-6.571207523345947
article_8__section_006__chunk_001,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Design of the database,,,,"There is no comparable data collection available, so we structured the Sufficiency Potential Database from scratch. Every energy or GHG saving measure fills one row. Besides the name of the measure and its energy and/or GHG saving potent...",-1.14283287525177,1.2177671194076538,-6.620321750640869
article_8__section_006__chunk_002,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Design of the database,,,,The clustering was done sector-by-sector by screening all entries and deductively attributing clusters. We attributed a higher-level cluster (e. g. heat consumption) and a cluster (e. g. living space or heating behaviour) to each potenti...,-1.16399085521698,1.2598931789398193,-6.590005397796631
article_8__section_007__chunk_001,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Filling of the database and conversion steps,,,,"All authors of this study filled the database with saving potentials from the identified 47 studiesper measure either energy or GHG savings or both, depending on the availability. All of the entries to the database were reviewed by a sec...",-1.1916321516036987,1.160789132118225,-6.634759902954102
article_8__section_007__chunk_002,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Filling of the database and conversion steps,,,,"Although this version of the database has a national focus on Germany, it can serve as a blueprint for collections for other countries or be extended to other countries in the future. The structure of the database also provides guidance ...",-1.1728957891464233,1.1314040422439575,-6.6154351234436035
article_8__section_008__chunk_001,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Gap analysis,,,,"The Sufficiency Potential Database was analysed to identify gaps in the quantification of individual measures, e. g. to recommend foci to modellers for future analysis. As a reference, we used the European Sufficiency Policy Database, an...",-1.1428664922714233,1.1279315948486328,-6.6914849281311035
article_8__section_008__chunk_002,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Gap analysis,,,,"The quantified entries in the Potential Database lack this level of granularity, particularly for public transport. Future quantifications could disaggregate the savings further and explore savings from measures like reducing parking, ca...",-1.1625853776931763,1.1039457321166992,-6.688241481781006
article_8__section_009__chunk_001,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Presentation of results,,,,"We summarise the saving potentials from a sectoral perspective and create corresponding figures. In doing so, we combine various distinguishing features: We always show the time scale and as a second factor, either the type of potential ...",-1.1156764030456543,1.2845743894577026,-6.678692817687988
article_8__section_010__chunk_001,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Overview of database entries,,,,"Based on the literature review, the Sufficiency Potential Database (see Supplementary Information) was filled with findings from 47 literature sources. It contains 303 entries, 209 of which have a narrow scope (see definition in chapter ...",-1.1875572204589844,1.1850237846374512,-6.655328750610352
article_8__section_010__chunk_002,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Overview of database entries,,,,GHG saving potentials are helpful for discussions on the policy level. Modellers need energy savings to integrate the sufficiency potentials into their models or rather activity levels like heated floor area or travelled kilometres. The ...,-1.2499068975448608,1.2126067876815796,-6.716945648193359
article_8__section_010__chunk_003,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Overview of database entries,,,,"This characteristic results in a high variability of saving potentials due to different underlying assumptions. In contrast, realised potentials (quantified on the basis of ex-post evaluations) account for only 4% (nine entries), six of ...",-1.1757668256759644,1.1926357746124268,-6.662032127380371
article_8__section_011__chunk_001,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Sectoral saving potentials,,,,This chapter presents the sectoral saving potentials. Chapter 2.5 provides explanations of how the results are presented in the figures. The five cross-sectoral saving potentials are not discussed in the following; the corresponding figu...,-1.1471792459487915,1.2446624040603638,-6.585628509521484
article_8__section_012__chunk_001,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Building sector,,,,"Energy-saving quantifications for the building sector rely exclusively on a territorial (non-LCA (life cycle assessment)) approach and comprise theoretical potentials. The database includes 62 entries for energy reduction measures, predo...",-1.2388547658920288,1.1977405548095703,-6.624372482299805
article_8__section_012__chunk_002,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Building sector,,,,"For the living space cluster, ambition levels vary, ranging from the reduction to 60 m2 for twoperson households by) mentioned above, to a 20% decrease in per capita floor area by 2050 (-17.5 Mt CO 2-eq./a) to zero net addition of floor ...",-1.1913422346115112,1.246343731880188,-6.567967414855957
article_8__section_013__chunk_001,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Mobility sector,,,,"The mobility sector includes a multitude of GHG saving potentials (40 measures), see Figure 5. Most of them can be ascribed to the higher-level cluster motorised individual transport. Five of the measures are calculated via consumption-b...",-1.2593994140625,1.2792319059371948,-6.541745185852051
article_8__section_014__chunk_001,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Industry / production sector,,,,"Energy savings in the industry / production sector range between 0.5 and 31 TWh. Five measures use a territorial approach, while two employ LCA methods, see Figure 12. Quantifications are either retrospective or for long-term horizons. S...",-1.2695896625518799,1.2064948081970215,-6.644669532775879
article_8__section_015__chunk_001,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Land-use and food sector,,,,"The database includes 32 entries of GHG saving measures in the land-use and food sector. Energy saving does not play a role in this sector and all entries are theoretical potentials. In terms of methodology, a few studies are based on LC...",-1.3497847318649292,1.3171968460083008,-6.60162353515625
article_8__section_016__chunk_001,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Discussion of results,,,,"Through the literature review, we have identified the existing saving potentials for different sectors and clusters scattered throughout the literature. We then systematised these findings in one place and made them comparable by harmoni...",-1.1203887462615967,1.2555828094482422,-6.561689853668213
article_8__section_016__chunk_002,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Discussion of results,,,,"This is not surprising because sufficiency does not play a large role in current politics) and, as a result, there are not many implemented measures that can be evaluated. This underscores the importance of evaluating existing sufficienc...",-1.135451316833496,1.1177645921707153,-6.675980567932129
article_8__section_016__chunk_003,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Discussion of results,,,,Most of the literature sources that led to entries in the Sufficiency Potential Database were known by the authors or their networks or added through snowball sampling. This is due to the fact that the term sufficiency is often not expli...,-1.24532151222229,1.1021134853363037,-6.613031387329102
article_8__section_017__chunk_001,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Conclusions,,,,"We have established a novel, openly available database with sufficiency saving potentials for GHG emissions and energy consumption for Germany. The literature review which fed the database led to 47 relevant sources from which we extract...",-1.1900355815887451,1.1643753051757812,-6.5950541496276855
article_8__section_017__chunk_002,article_index,article_chunk,environmental_awareness,environmental_awareness,article_8,article_8,Energy and GHG saving potentials of sufficiency measures -- a synthesis for Germany,Conclusions,,,,"Moreover, the saving measure itself (for sufficiency mainly the change of activity levels) needs to be described in detail. More open and transparent data provision or a standard for metadata on studies including saving potentials would ...",-1.2144664525985718,1.2326741218566895,-6.533141613006592
article_9__section_001__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, hvac_optimization, appliance_energy_management, scheduling_optimization",article_9,article_9,Estimating electricity saving-potential in small offices using adaptive thermal comfort,Abstract,,,,"Small office buildings below 10,000 square feet account for approximately 75% of the total number of office buildings in the United States. Unlike large office buildings, small office buildings usually use packaged HVAC systems for envir...",-0.6806339621543884,-6.208871841430664,11.762613296508789
article_9__section_002__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, hvac_optimization, appliance_energy_management, scheduling_optimization",article_9,article_9,Estimating electricity saving-potential in small offices using adaptive thermal comfort,Introduction,,,,"In the United States, more than 73% of electricity is consumed by buildings. Electricity used for space cooling in buildings reached 392 billion kWh in 2020, which accounted for approximately 10% of overall electricity consumption. Among...",-0.6963597536087036,-6.224733352661133,11.779354095458984
article_9__section_002__chunk_002,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, hvac_optimization, appliance_energy_management, scheduling_optimization",article_9,article_9,Estimating electricity saving-potential in small offices using adaptive thermal comfort,Introduction,,,,"The empirical rules to set cooling temperature follow a model developed in the 1960s that derived from male test subjects only, which causes the intrinsic mismatch in providing comfort to all occupants. In addition to discomfort, accordi...",-0.671517550945282,-6.199819087982178,11.754323959350586
article_9__section_003__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, hvac_optimization, appliance_energy_management, scheduling_optimization",article_9,article_9,Estimating electricity saving-potential in small offices using adaptive thermal comfort,Occupancy-decoupled operation,,,,Programmable thermostats are the most prevailing devices to control HVAC operation in small and medium-sized offices. Those devices adjust the temperature according to a series of settings to be triggered by the time of the day and day o...,-0.702427864074707,-6.2301106452941895,11.784573554992676
article_9__section_004__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, hvac_optimization, appliance_energy_management, scheduling_optimization",article_9,article_9,Estimating electricity saving-potential in small offices using adaptive thermal comfort,Unused free cooling resources,,,,Most climate zones in the United States offer the opportunity to utilize natural ventilation as free cooling for various lengths of time. The fresh outdoor air at the pleasant temperature and humidity level not only improves indoor air q...,-0.6445798277854919,-6.172980785369873,11.727686882019043
article_9__section_005__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, hvac_optimization, appliance_energy_management, scheduling_optimization",article_9,article_9,Estimating electricity saving-potential in small offices using adaptive thermal comfort,Overall Framework,,,,"For each prototype building model at each climate, we will evaluate the energy-saving potentials with individual or combined measures. As illustrated in Figure 1, we use the DOE prototype small office model as the baseline and create the...",-0.6086886525154114,-6.137029647827148,11.6917724609375
article_9__section_006__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, hvac_optimization, appliance_energy_management, scheduling_optimization",article_9,article_9,Estimating electricity saving-potential in small offices using adaptive thermal comfort,Prototype Building Model,,,,The models of small office buildings to quantify cooling energy savings are based on the U.S. Department of Energy commercial benchmark models developed by DOE national labs. These benchmark models serve as a consistent baseline to compa...,-0.655552089214325,-6.183938980102539,11.73868179321289
article_9__section_007__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, hvac_optimization, appliance_energy_management, scheduling_optimization",article_9,article_9,Estimating electricity saving-potential in small offices using adaptive thermal comfort,Climate zone,,,,"The climate zone designation is based on the climate zone map used by the International Energy Conservation Code (IECC) and the American Society of Heating, Refrigerating and Air-Conditioning Engineers (ASHRAE). This climate zone map was...",-0.7183891534805298,-6.246919631958008,11.80165958404541
article_9__section_008__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, hvac_optimization, appliance_energy_management, scheduling_optimization",article_9,article_9,Estimating electricity saving-potential in small offices using adaptive thermal comfort,Adaptive Thermal Comfort Model,,,,The adaptive thermal comfort model was developed through a data-driven approach from the ASHRAE Global Thermal Comfort Database. The adaptive comfort model relates the zone operative temperature setpoint to the recent history of outdoor ...,-0.6550638675689697,-6.183496952056885,11.738272666931152
article_9__section_008__chunk_002,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, hvac_optimization, appliance_energy_management, scheduling_optimization",article_9,article_9,Estimating electricity saving-potential in small offices using adaptive thermal comfort,Adaptive Thermal Comfort Model,,,,It is calculated as the equation shown below 90% upper line = 0.31 prevailing mean outdoor temperature + 20.3°C The Adaptive-90 is strictly bounded between 23.4°C and 30.6°C. This upper line is only used in this section to demonstrate ad...,-0.6955380439758301,-6.223884105682373,11.778505325317383
article_9__section_008__chunk_003,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, hvac_optimization, appliance_energy_management, scheduling_optimization",article_9,article_9,Estimating electricity saving-potential in small offices using adaptive thermal comfort,Adaptive Thermal Comfort Model,,,,This cooling energy savings include both compressor energy savings and fan energy savings.,-0.6765943169593811,-6.204951763153076,11.759679794311523
article_9__section_009__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, hvac_optimization, appliance_energy_management, scheduling_optimization",article_9,article_9,Estimating electricity saving-potential in small offices using adaptive thermal comfort,Occupancy-based HVAC and Plug Load Control,,,,The occupancy input is based on the realistic schedule for office space developed at Lawrence Berkeley National Laboratory (LBNL) by incorporating real data collection and stochastic modeling methods. It is also the result of the Interna...,-0.6659721732139587,-6.194255828857422,11.748936653137207
article_9__section_010__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, hvac_optimization, appliance_energy_management, scheduling_optimization",article_9,article_9,Estimating electricity saving-potential in small offices using adaptive thermal comfort,Passive Cooling Strategies (Night Purge),,,,We implement a strategy for precooling a building at night using outdoor air. This strategy can consist of running the system fans with the outdoor air dampers open when outdoor conditions are favorable for a precooling strategy. The zon...,-0.6919591426849365,-6.220396041870117,11.775309562683105
article_9__section_011__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, hvac_optimization, appliance_energy_management, scheduling_optimization",article_9,article_9,Estimating electricity saving-potential in small offices using adaptive thermal comfort,Combined Measures,,,,"Combining the three optimization strategies above, buildings can achieve the highest energy savings. As shown in Figure 9, the standard small office in climate zone 4A reduces annual electricity consumption by 12.4%, implementing adaptiv...",-0.6736658811569214,-6.202042102813721,11.75668716430664
article_9__section_012__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, hvac_optimization, appliance_energy_management, scheduling_optimization",article_9,article_9,Estimating electricity saving-potential in small offices using adaptive thermal comfort,Comparison between Different Climates,,,,"Among the three measures, the effect of the ""night purge"" strategy is fairly limited, saving only about 0.1% to 1% per year. As shown in Figure 10 (c), the most effective climate zone for night purge is 3C (ocean), which is warm during t...",-0.6466623544692993,-6.175058364868164,11.729782104492188
article_9__section_013__chunk_001,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, hvac_optimization, appliance_energy_management, scheduling_optimization",article_9,article_9,Estimating electricity saving-potential in small offices using adaptive thermal comfort,Conclusion,,,,"The U.S. commercial buildings have substantial energy-saving potential if the building control could address varying occupancy, occupant's thermal preference, and utilizing free cooling. This study quantifies the energy savings in small ...",-0.6648293137550354,-6.193155765533447,11.747736930847168
article_9__section_013__chunk_002,article_index,article_chunk,occupancy_based_control,"occupancy_based_control, hvac_optimization, appliance_energy_management, scheduling_optimization",article_9,article_9,Estimating electricity saving-potential in small offices using adaptive thermal comfort,Conclusion,,,,"The electricity-saving percentages show a decreasing trend from hot to cold climate. For climate zones with similar numbers of cooling degree days and heating degree days, the dry subzones achieve the highest energy savings. Enabled by b...",-0.6463973522186279,-6.174740791320801,11.729351043701172
rule__T_OUTLIER_S0001,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T_OUTLIER_S0001,,,,T_OUTLIER_S0001,presence_based_automation,,Green category: occupancy_based_control Topic: presence_based_automation Rule: IF You enter an area from Location THEN Resume programmed schedule using Honeywell Total Connect Comfort.,9.599566459655762,3.2524161338806152,9.424753189086914
rule__T_OUTLIER_S0002,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T_OUTLIER_S0002,,,,T_OUTLIER_S0002,presence_based_automation,,Green category: occupancy_based_control Topic: presence_based_automation Rule: IF You enter an area from Location THEN Resume normal programmed schedule using Honeywell Total Connect Comfort.,9.628766059875488,3.2991349697113037,9.379151344299316
rule__T_OUTLIER_S0003,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T_OUTLIER_S0003,,,,T_OUTLIER_S0003,presence_based_automation,,Green category: occupancy_based_control Topic: presence_based_automation Rule: IF Motion has been detected from Netatmo Security THEN Turn on using D-Link Smart Plug.,10.069466590881348,2.471742868423462,9.579720497131348
rule__T_OUTLIER_S0005,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T_OUTLIER_S0005,,,,T_OUTLIER_S0005,presence_based_automation,,Green category: occupancy_based_control Topic: presence_based_automation Rule: IF tado° switches to Home Mode from tado Air Conditioning THEN Turn lights on using LIFX.,8.914512634277344,2.1192498207092285,10.98431396484375
rule__T_OUTLIER_S0006,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T_OUTLIER_S0006,,,,T_OUTLIER_S0006,presence_based_automation,,Green category: occupancy_based_control Topic: presence_based_automation Rule: IF New motion event from Nest Cam THEN Turn light on using Emberlight.,10.17972469329834,2.5111799240112305,9.443063735961914
rule__T_OUTLIER_S0007,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T_OUTLIER_S0007,,,,T_OUTLIER_S0007,presence_based_automation,,Green category: occupancy_based_control Topic: presence_based_automation Rule: IF Every day at from Date & Time THEN Set the thermostat to schedule using Hive Active Heating.,9.768363952636719,3.625476837158203,9.96922492980957
rule__T_OUTLIER_S0010,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T_OUTLIER_S0010,,,,T_OUTLIER_S0010,presence_based_automation,,Green category: occupancy_based_control Topic: presence_based_automation Rule: IF Smart Home/Away from ecobee THEN Turn off using WeMo Light Switch.,9.976597785949707,2.752495050430298,9.389540672302246
rule__T_OUTLIER_S0011,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T_OUTLIER_S0011,,,,T_OUTLIER_S0011,presence_based_automation,,Green category: occupancy_based_control Topic: presence_based_automation Rule: IF Smart Home/Away from ecobee THEN Turn on lights using Philips Hue.,11.06679630279541,2.9568231105804443,9.737462997436523
rule__T_OUTLIER_S0014,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T_OUTLIER_S0014,,,,T_OUTLIER_S0014,presence_based_automation,,Green category: occupancy_based_control Topic: presence_based_automation Rule: IF New sound or motion event from Nest Cam THEN Turn on lights using Philips Hue.,10.981042861938477,2.8820645809173584,9.700586318969727
rule__T_OUTLIER_S0017,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T_OUTLIER_S0017,,,,T_OUTLIER_S0017,presence_based_automation,,Green category: occupancy_based_control Topic: presence_based_automation Rule: IF Temperature is too high from Wireless Tag THEN Turn on fan for 15 minutes using Nest Thermostat.,9.617842674255371,1.425518274307251,9.423359870910645
rule__T_OUTLIER_S0018,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T_OUTLIER_S0018,,,,T_OUTLIER_S0018,presence_based_automation,,Green category: occupancy_based_control Topic: presence_based_automation Rule: IF Temperature drops below from Wink: Spotter THEN Set temperature using Nest Thermostat.,9.704867362976074,2.0146396160125732,9.504793167114258
rule__T_OUTLIER_S0019,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T_OUTLIER_S0019,,,,T_OUTLIER_S0019,presence_based_automation,,Green category: occupancy_based_control Topic: presence_based_automation Rule: IF Temperature drops below from Wink: Spotter THEN Set hold until next transition using ecobee.,9.720327377319336,2.5227410793304443,9.567863464355469
rule__T_OUTLIER_S0022,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T_OUTLIER_S0022,,,,T_OUTLIER_S0022,presence_based_automation,,Green category: occupancy_based_control Topic: presence_based_automation Rule: IF Action Button Pressed from LaMetric Time THEN Toggle lights on/off using Philips Hue.,11.076794624328613,2.984269857406616,9.77128791809082
rule__T_OUTLIER_S0024,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T_OUTLIER_S0024,,,,T_OUTLIER_S0024,presence_based_automation,,Green category: occupancy_based_control Topic: presence_based_automation Rule: IF Action Button Pressed from LaMetric Time THEN Set temperature using Nest Thermostat.,9.737034797668457,2.051219940185547,9.516108512878418
rule__T_OUTLIER_S0026,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T_OUTLIER_S0026,,,,T_OUTLIER_S0026,presence_based_automation,,Green category: occupancy_based_control Topic: presence_based_automation Rule: IF Current condition changes to from Weather Underground THEN Breathe lights using LIFX.,10.682430267333984,3.4327304363250732,10.06287670135498
rule__T_OUTLIER_S0027,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T_OUTLIER_S0027,,,,T_OUTLIER_S0027,presence_based_automation,,Green category: occupancy_based_control Topic: presence_based_automation Rule: IF You enter an area from Location THEN Turn light on using Leeo.,10.106955528259277,3.3508949279785156,9.437128067016602
rule__T_OUTLIER_S0029,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T_OUTLIER_S0029,,,,T_OUTLIER_S0029,presence_based_automation,,Green category: occupancy_based_control Topic: presence_based_automation Rule: IF New motion event from Nest Cam THEN Turn device ON using SkylinkNet.,10.07437801361084,2.4963202476501465,9.499955177307129
rule__T_OUTLIER_S0031,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T_OUTLIER_S0031,,,,T_OUTLIER_S0031,presence_based_automation,,Green category: occupancy_based_control Topic: presence_based_automation Rule: IF You exit an area from Location THEN Turn off using WeMo Lighting.,9.995933532714844,3.272763967514038,9.106563568115234
